player_id,mu,sigma_sq,firstName,lastName,sigma,con_rating
8476883,1557.2985905422431,320.9119136931599,Andrei,Vasilevskiy,17.914014449395754,1521.4705616434517
8474651,1557.00012684241,339.31779686143346,Braden,Holtby,18.4205807959856,1520.1589652504388
8471679,1555.3723039179001,328.51000070439045,Carey,Price,18.124844846353593,1519.122614225193
8475883,1555.1827634367728,338.4758800345055,Frederik,Andersen,18.397713989365784,1518.3873354580412
8475683,1554.951788822247,341.1991623551063,Sergei,Bobrovsky,18.471577148557355,1518.0086345251323
8476945,1554.113127383532,333.9900412566763,Connor,Hellebuyck,18.275394421370947,1517.56233854079
8470594,1553.5769808317043,342.1398135690562,Marc-Andre,Fleury,18.497021748623645,1516.582937334457
8471695,1553.7651304362826,349.80950928047577,Tuukka,Rask,18.703195162337256,1516.358740111608
8473575,1552.0009830950353,331.52331302080165,Semyon,Varlamov,18.207781661168987,1515.5854197726974
8474889,1552.5335390336288,353.8758651933427,Martin,Jones,18.81158858771217,1514.9103618582044
8476434,1549.224793900591,344.2037762576018,John,Gibson,18.552729617433705,1512.1193346657237
8474593,1548.6738570535504,338.67024317165016,Jacob,Markstrom,18.402995494528877,1511.8678660644925
8471750,1548.982068064515,347.9690698770981,Ben,Bishop,18.653929073444502,1511.674209917626
8475215,1548.2507899648394,343.3838763304894,Robin,Lehner,18.530619966166523,1511.1895500325063
8471469,1549.0018172352598,359.01827278589127,Pekka,Rinne,18.9477775157376,1511.1062622037846
8471227,1547.6781445688623,365.5120857650182,Devan,Dubnyk,19.118370374198168,1509.441403820466
8470645,1545.8257030583343,346.42230753880307,Corey,Crawford,18.612423473014015,1508.6008561123062
8471734,1545.7154096622771,352.97961282813804,Jonathan,Quick,18.787751670387227,1508.1399063215026
8476899,1545.553780719194,354.3674672708234,Matt,Murray,18.824650521877516,1507.904479675439
8468685,1545.968857465542,363.56694587639294,Henrik,Lundqvist,19.067431549015534,1507.833994367511
8471418,1544.6777008852616,341.30047748791344,Anton,Khudobin,18.474319405269398,1507.7290620747228
8475852,1544.7036224610192,350.04632335488657,Petr,Mrazek,18.709524936643543,1507.284572587732
8469608,1544.6516939445028,355.24090850796483,Mike,Smith,18.847835645186553,1506.9560226541296
8467950,1544.2807829627461,361.44441577250035,Craig,Anderson,19.01169155473811,1506.2573998532698
8475660,1543.464066414761,359.2266695158241,Cam,Talbot,18.953275957359562,1505.5575145000419
8473541,1542.8969690929778,349.09981730154783,Jonathan,Bernier,18.684213050100553,1505.5285429927767
8470860,1542.8882535934838,355.45345740507315,Jaroslav,Halak,18.853473351217627,1505.1813068910485
8474596,1543.3558099163936,367.07711050530605,Jake,Allen,19.159256522770033,1505.0372968708534
8475831,1540.2749862171584,352.50354547270797,Philipp,Grubauer,18.77507777541036,1502.7248306663375
8475311,1539.6352387376528,357.4597116957698,Darcy,Kuemper,18.906604975398672,1501.8220287868555
8470880,1539.7302752767762,361.78177236415837,Brian,Elliott,19.020561830928084,1501.68915161492
8470657,1539.9935387097632,368.9978235178099,Jimmy,Howard,19.209316060646454,1501.5749065884704
8471306,1538.9176041482901,360.6042616270574,Thomas,Greiss,18.989582976649523,1500.938438194991
8473503,1537.7063258765859,368.1410507111338,James,Reimer,19.187002129335728,1499.3323216179144
8476412,1535.7889984959097,340.82176212391494,Jordan,Binnington,18.461358620749312,1498.866281254411
8475622,1536.4989143804316,364.7737352008542,Carter,Hutton,19.0990506361142,1498.3008131082033
8479496,1534.7611913028243,346.75383124691695,David,Rittich,18.62132732237197,1497.5185366580804
8477424,1534.879039581662,351.6835487268903,Juuse,Saros,18.75322768823784,1497.3725842051863
8476914,1531.8809901859051,349.6156449035167,Joonas,Korpisalo,18.698011790121342,1494.4849666056625
8468011,1532.542492765208,373.60550530863424,Ryan,Miller,19.328877497377707,1493.8847377704526
8477293,1531.6260500237647,360.70676734098515,Antti,Raanta,18.992281783424158,1493.6414864569165
8475156,1531.2334419172157,353.5758577335313,Mikko,Koskinen,18.803612890440263,1493.6262161363352
8471774,1530.8927641248613,353.61641896789934,Alex,Stalock,18.80469140847303,1493.2833813079153
8479394,1530.0745180910137,339.3769126430657,Carter,Hart,18.422185338419155,1493.2301474141755
8471239,1532.388377501772,385.29167103058813,Cory,Schneider,19.62884792927461,1493.130681643223
8477180,1529.1199220196445,363.06657217234584,Aaron,Dell,19.05430586960191,1491.0113102804407
8475195,1528.1882758313498,376.9410714165891,Anders,Nilsson,19.414970291416598,1489.3583352485166
8470147,1527.8486665313653,379.4647656243481,Curtis,McElhinney,19.479855379964917,1488.8889557714356
8476999,1526.3854695703783,362.013399295412,Linus,Ullmark,19.02664971284782,1488.3321701446826
8480382,1526.0227715686958,362.15180035429194,Alexandar,Georgiev,19.030286397064337,1487.9621987745672
8478406,1525.0252837468174,348.83312658857244,Mackenzie,Blackwood,18.67707489379888,1487.6711339592196
8476234,1526.0046739509496,393.71044544884023,Keith,Kinkaid,19.84213812694691,1486.3203976970558
8475839,1525.1555451529011,380.89967734411425,Louis,Domingue,19.516651284073152,1486.1222425847548
8475789,1521.7188156278983,370.8066162403273,Jack,Campbell,19.25633963764472,1483.2061363526088
8477465,1519.7596519503804,362.3777783838627,Tristan,Jarry,19.03622279717966,1481.687206356021
8476876,1519.8606866472344,376.27776853340066,Malcolm,Subban,19.39788051652553,1481.0649256141833
8474636,1519.4261704974267,377.32880035990013,Michael,Hutchinson,19.424953033660085,1480.5762644301064
8480925,1518.1502187513559,356.6251107310992,Pavel,Francouz,18.88452039981686,1480.381177951722
8476316,1518.550061547632,378.3871572107553,Laurent,Brossoit,19.452176156172225,1479.6457092352875
8477967,1516.891458817846,365.59542135254793,Thatcher,Demko,19.120549713660115,1478.6503593905256
8478007,1515.1212852521705,362.47356607033964,Elvis,Merzlikins,19.038738563002006,1477.0438081261666
8466141,1529.3776002839363,702.2797838345263,Roberto,Luongo,26.500561953183677,1476.376476377569
8475717,1514.767136585195,397.5343728923158,Calvin,Pickard,19.938264039086146,1474.8906085070228
8470320,1527.4290465016443,712.5175020554799,Cam,Ward,26.693023471601713,1474.042999558441
8478492,1511.6121560864171,370.8494484411268,Ilya,Samsonov,19.2574517639569,1473.0972525585034
8477405,1511.151829464545,372.8430221209159,Marcus,Hogberg,19.309143484911907,1472.5335424947211
8478499,1511.0760735477743,385.6227939449685,Adin,Hill,19.637280716661575,1471.801512114451
8478470,1509.5701551024838,384.35875183625046,Sam,Montembeault,19.60506954428498,1470.3600160139138
8476341,1509.235462423857,397.58618383445656,Anton,Forsberg,19.939563280936135,1469.3563358619847
8476343,1507.84778274081,400.0,Garret,Sparks,20.0,1467.84778274081
8477361,1507.0501877370184,391.3843931827239,Calvin,Petersen,19.783437344979358,1467.4833130470597
8474550,1521.2605946670283,730.5250502839864,Antti,Niemi,27.02822691713214,1467.204140832764
8476932,1506.9963465332692,400.0,Anthony,Stolarz,20.0,1466.9963465332692
8479292,1506.4717644848818,393.83700991301055,Charlie,Lindgren,19.845327155605435,1466.7811101736709
8476904,1505.7844501039092,386.59364813675626,Chris,Driedger,19.661984847333095,1466.460480409243
8478048,1505.6086827570193,385.61910688935933,Igor,Shesterkin,19.637186837461197,1466.334309082097
8473434,1519.977396643586,728.150510974118,Chad,Johnson,26.984264136235364,1466.0088683711153
8479312,1504.2863303293436,397.4352453706679,Alex,Lyon,19.935778022707513,1464.4147742839286
8480162,1503.0968089467,393.99654217752476,Matiss,Kivlenieks,19.84934613979828,1463.3981166671035
8477968,1502.7179214581543,396.43387104939586,Alex,Nedeljkovic,19.910647178065204,1462.8966271020238
8477992,1502.5381157790366,393.80607030191845,Jonas,Johansson,19.844547621498418,1462.8490205360397
8477480,1502.4813656834037,397.49109918981634,Eric,Comrie,19.93717881722026,1462.6070080489633
8478039,1502.1990149420276,395.03482101118254,Kaapo,Kahkonen,19.87548291265353,1462.4480491167205
8474152,1516.5848097276403,741.162334755397,Scott,Darling,27.22429677246773,1462.1362161827049
8477312,1501.2811215480308,398.7735135539217,Antoine,Bibeau,19.969314298541192,1461.3424929509483
8476861,1501.2495048655794,400.0,Oscar,Dansk,20.0,1461.2495048655794
8479979,1501.1714370635723,398.75335177973506,Jake,Oettinger,19.968809473269435,1461.2338181170335
8479530,1501.0549350425276,398.7789152457259,Adam,Werner,19.969449547890044,1461.1160359467476
8480213,1500.9278607567076,398.80652862372807,Gilles,Senn,19.970140926486426,1460.9875789037346
8480051,1500.7859489608832,398.70702766134286,Cayden,Primeau,19.96764952770713,1460.8506499054688
8480022,1500.7596610407336,400.0,Michael,Dipietro,20.0,1460.7596610407336
8473607,1515.181147443547,742.5989013512208,Michal,Neuvirth,27.250667906515993,1460.679811630515
8479188,1500.5880638607382,400.0,David,Ayres,20.0,1460.5880638607382
8479288,1500.5005889767785,400.0,Kasimir,Kaskisuo,20.0,1460.5005889767785
8478435,1500.4664643829974,400.0,Dan,Vladar,20.0,1460.4664643829974
8477237,1514.9331387342727,748.7346961456672,Mike,Condon,27.363016941588644,1460.2071048510954
8479193,1512.475142244325,709.9703275754207,Casey,DeSmith,26.645268390005395,1459.1846054643142
8469514,1510.9170138858715,747.3968491709777,Peter,Budaj,27.338559749390196,1456.239894387091
8470140,1521.0552782400964,1058.4868626391665,Kari,Lehtonen,32.534395071050064,1455.9864880979962
8477831,1508.1927768373912,720.0002213322914,Pheonix,Copley,26.832819854280903,1454.5271371288293
8480420,1505.258328190774,732.0386937070283,Collin,Delia,27.056213587769967,1451.145901015234
8473461,1516.9719736720642,1084.0318950202113,Steve,Mason,32.92463963387012,1451.122694404324
8470093,1504.2357766679263,737.8810293791274,Mike,McKenna,27.163965641620287,1449.9078453846857
8476509,1503.6335824126156,750.0,Maxime,Lagace,27.386127875258307,1448.861326662099
8476444,1502.7377150677369,748.7174762808229,Christopher,Gibson,27.36270228396353,1448.0123104998097
8473614,1502.3636506540545,750.0,Richard,Bachman,27.386127875258307,1447.5913949035378
8479294,1501.6153664266978,745.0463274345864,Kevin,Boyle,27.295536767658305,1447.0242928913813
8471715,1512.1902678695762,1078.1257536206608,Ondrej,Pavelec,32.834825317346535,1446.5206172348833
8475277,1501.147173337766,747.6134701717809,Edward,Pasquale,27.342521284105842,1446.4621307695543
8479016,1500.7800026158586,748.8227649050937,Landon,Bow,27.36462616052143,1446.0507502948158
8480112,1500.3537406400983,750.0,Hunter,Miska,27.386127875258307,1445.5814848895816
8478916,1500.3347666139646,750.0,Joey,Daccord,27.386127875258307,1445.5625108634479
8480363,1500.1892367377814,750.0,Kaden,Fulcher,27.386127875258307,1445.4169809872647
8475663,1510.1912754054574,1091.2733573310147,Eddie,Lack,33.03442685034833,1444.1224217047607
8471219,1509.8328623650114,1085.4852367238761,Al,Montoya,32.94670297198,1443.9394564210513
8475234,1505.4078483169471,1085.5082927771132,J-F,Berube,32.94705286937078,1439.5137425782057
8473499,1505.4124084607647,1095.0141763258905,Reto,Berra,33.090998418390015,1439.2304116239848
8477202,1505.3392331109258,1096.3184762602818,Andrew,Hammond,33.11070032874995,1439.1178324534258
